table_id,Category,Universe,Table Name,Measure
B19202I,Income,nonfamily households with a householder who is hispanic or latino,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19214,Income,nonfamily households,AGGREGATE NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Aggregate Income (Household)
B19215,Income,nonfamily households,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER,Median Income (Household)
B19216,Income,nonfamily households,AGGREGATE NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER,Aggregate Income (Household)
B19301,Income,total population,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301A,Income,people who are white alone,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301A,Income,white alone population,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301B,Income,black or african american alone population,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301B,Income,people who are black or african american alone,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301C,Income,american indian and alaska native alone population,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301C,Income,people who are american indian and alaska native alone,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301D,Income,asian alone population,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301D,Income,people who are asian alone,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301E,Income,native hawaiian and other pacific islander alone population,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301E,Income,people who are native hawaiian and other pacific islander alone,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301F,Income,people who are some other race alone,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301F,Income,some other race alone population,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301G,Income,two or more races population,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301H,Income,"white alone, not hispanic or latino population",PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301I,Income,hispanic or latino population,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19301I,Income,people who are hispanic or latino,PER CAPITA INCOME IN THE PAST 12 MONTHS,Income (Per Capita)
B19313,Income,population 15 years and over,AGGREGATE INCOME IN THE PAST 12 MONTHS,Aggregate Income (Individual)
B19313A,Income,white alone population 15 years and over,AGGREGATE INCOME IN THE PAST 12 MONTHS  FOR THE POPULATION 15 YEARS AND OVER,Aggregate Income (Individual)
B19313B,Income,black or african american alone population 15 years and over,AGGREGATE INCOME IN THE PAST 12 MONTHS  FOR THE POPULATION 15 YEARS AND OVER,Aggregate Income (Individual)
B19313C,Income,american indian and alaska native alone population 15 years and over,AGGREGATE INCOME IN THE PAST 12 MONTHS  FOR THE POPULATION 15 YEARS AND OVER,Aggregate Income (Individual)
B19313D,Income,asian alone population 15 years and over,AGGREGATE INCOME IN THE PAST 12 MONTHS  FOR THE POPULATION 15 YEARS AND OVER,Aggregate Income (Individual)
B19313E,Income,native hawaiian and other pacific islander alone population 15 years and over,AGGREGATE INCOME IN THE PAST 12 MONTHS  FOR THE POPULATION 15 YEARS AND OVER,Aggregate Income (Individual)
B19313F,Income,some other race alone population 15 years and over,AGGREGATE INCOME IN THE PAST 12 MONTHS  FOR THE POPULATION 15 YEARS AND OVER,Aggregate Income (Individual)
B19313G,Income,two or more races population 15 years and over,AGGREGATE INCOME IN THE PAST 12 MONTHS  FOR THE POPULATION 15 YEARS AND OVER,Aggregate Income (Individual)
B19313H,Income,"white alone, not hispanic or latino population 15 years and over",AGGREGATE INCOME IN THE PAST 12 MONTHS  FOR THE POPULATION 15 YEARS AND OVER,Aggregate Income (Individual)
B19313I,Income,hispanic or latino population 15 years and over,AGGREGATE INCOME IN THE PAST 12 MONTHS  FOR THE POPULATION 15 YEARS AND OVER,Aggregate Income (Individual)
B19325,Income,population 15 years and over,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY INCOME IN THE PAST 12 MONTHS  FOR THE POPULATION 15 YEARS AND OVER,Individuals
B19326,Income,population 15 years and over with income in the past 12 months,MEDIAN INCOME IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER WITH INCOME,Median Income (Individual)
B20001,Earnings,population 16 years and over with earnings,SEX BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Individuals
B20002,Earnings,population 16 years and over with earnings,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Median Earnings (Individual)
B20003,Earnings,population 16 years and over with earnings,AGGREGATE EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS,Aggregate Earnings (Individual)
B20004,Earnings,population 25 years and over with earnings,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Median Earnings (Individual)
B20005,Earnings,population 16 years and over,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER,Individuals
B20005A,Earnings,white alone population 16 years and over,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER,Individuals
B20005B,Earnings,black or african american alone population 16 years and over,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER,Individuals
B20005C,Earnings,american indian and alaska native alone population 16 years and over,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER,Individuals
B20005D,Earnings,asian alone population 16 years and over,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER,Individuals
B20005E,Earnings,native hawaiian and other pacific islander alone population 16 years and over,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER,Individuals
B20005E,Earnings,native hawaiian and other pacific islander alone population 16 years and over,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALO,Individuals
B20005F,Earnings,some other race alone population 16 years and over,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER,Individuals
B20005G,Earnings,two or more races population 16 years and over,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER,Individuals
B20005H,Earnings,"white alone, not hispanic or latino population 16 years and over",SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER,Individuals
B20005I,Earnings,hispanic or latino population 16 years and over,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS  FOR THE POPULATION 16 YEARS AND OVER,Individuals
B20017,Earnings,population 16 years and over with earnings,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Median Earnings (Individual)
B20017A,Earnings,white alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Median Earnings (Individual)
B20017A,Earnings,white alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHI,Median Earnings (Individual)
B20017B,Earnings,black or african american alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Median Earnings (Individual)
B20017B,Earnings,black or african american alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (BLA,Median Earnings (Individual)
B20017B,Earnings,black or african american population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (BLA,Median Earnings (Individual)
B20017C,Earnings,american indian and alaska native alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Median Earnings (Individual)
B20017C,Earnings,american indian and alaska native alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (AME,Median Earnings (Individual)
B20017D,Earnings,asian alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Median Earnings (Individual)
B20017D,Earnings,asian alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (ASI,Median Earnings (Individual)
B20017E,Earnings,native hawaiian and other pacific islander alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Median Earnings (Individual)
B20017E,Earnings,native hawaiian and other pacific islander alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (NAT,Median Earnings (Individual)
B20017F,Earnings,some other race alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Median Earnings (Individual)
B20017F,Earnings,some other race alone population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (SOM,Median Earnings (Individual)
B20017G,Earnings,two or more races population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Median Earnings (Individual)
B20017G,Earnings,two or more races population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (TWO,Median Earnings (Individual)
B20017H,Earnings,"white alone, not hispanic or latino population 16 years and over with earnings in the past 12 months",MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Median Earnings (Individual)
B20017H,Earnings,"white alone, not hispanic or latino population 16 years and over with earnings in the past 12 months",MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHI,Median Earnings (Individual)
B20017I,Earnings,hispanic or latino population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS,Median Earnings (Individual)
B21001,Veteran Status,civilian population 18 years and over,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Individuals
B21002,Veteran Status,civilian veterans 18 years and over,PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER,Individuals
B21003,Veteran Status,civilian population 25 years and over,VETERAN STATUS BY EDUCATIONAL ATTAINMENT FOR THE CIVILIAN POPULATION 25 YEARS AND OVER,Individuals
B21004,Veteran Status,civilian population 18 years and over with income in the past 12 months,MEDIAN INCOME IN THE PAST 12 MONTHS  BY VETERAN STATUS BY SEX FOR THE CIVILIAN POPULATION 18 YEARS AND OVER WITH INCOME,Median Income (Individual)
B21005,Veteran Status,civilian population 18 to 64 years,AGE BY VETERAN STATUS BY EMPLOYMENT STATUS FOR THE CIVILIAN POPULATION 18 TO 64 YEARS,Individuals
B21100,Veteran Status,civilian veterans 18 years and over,SERVICE-CONNECTED DISABILITY-RATING STATUS AND RATINGS FOR CIVILIAN VETERANS 18 YEARS AND OVER,Individuals
B22001,Transfer Programs,households,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS,Households
B22002,Transfer Programs,households,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF CHILDREN UNDER 18 YEARS BY HOUSEHOLD TYPE FOR HOUSEHOLDS,Households
B22003,Transfer Programs,households,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY POVERTY STATUS IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Households
B22005A,Transfer Programs,households with a householder who is white alone,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER,Households
B22005B,Transfer Programs,households with a householder who is black or african american alone,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER,Households
B22005C,Transfer Programs,households with a householder who is american indian and alaska native alone,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER,Households
B22005D,Transfer Programs,households with a householder who is asian alone,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER,Households
B22005E,Transfer Programs,households with a householder who is native hawaiian and other pacific islander alone,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER,Households
B22005F,Transfer Programs,households with a householder who is some other race alone,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER,Households
B22005G,Transfer Programs,households with a householder who is two or more races,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER,Households
B22005H,Transfer Programs,"households with a householder who is white alone, not hispanic or latino",RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER,Households
B22005I,Transfer Programs,households with a householder who is hispanic or latino,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER,Households
B22007,Transfer Programs,families,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY FAMILY TYPE BY NUMBER OF WORKERS IN FAMILY IN THE PAST 12 MONTHS,Families
B22008,Transfer Programs,households,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS,Median Income (Household)
B22010,Transfer Programs,households,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR HOUSEHOLDS,Households
B23001,Employment Status,population 16 years and over,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Individuals
B23003,Employment Status,females 20 to 64 years in households,PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY AGE OF OWN CHILDREN UNDER 18 YEARS BY EMPLOYMENT STATUS FOR FEMALES 20 TO 64 YEARS,Individuals
B23004,Employment Status,civilian population 65 years and over,WORK STATUS IN THE PAST 12 MONTHS BY AGE BY EMPLOYMENT STATUS FOR THE CIVILIAN POPULATION 65 YEARS AND OVER,Individuals
B23006,Employment Status,population 25 to 64 years,EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 25 TO 64 YEARS,Individuals
B23007,Employment Status,families,PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY EMPLOYMENT STATUS,Families
B23007,Employment Status,opposite-sex married-couple families and families maintained by women and men with no spouse present,PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY EMPLOYMENT STATUS,Families
B23008,Employment Status,own children under 18 years in families and subfamilies,AGE OF OWN CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY LIVING ARRANGEMENTS BY EMPLOYMENT STATUS OF PARENTS,Individuals
B23009,Employment Status,families,PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY NUMBER OF WORKERS IN FAMILY IN THE PAST 12 MONTHS,Families
B23010,Employment Status,married-couple families,PRESENCE OF OWN CHILDREN UNDER 18 YEARS IN MARRIED-COUPLE FAMILIES BY WORK EXPERIENCE OF HOUSEHOLDER AND SPOUSE,Families
B23013,Employment Status,population 16 to 64 years who have worked in the past 12 months,MEDIAN AGE BY SEX FOR WORKERS 16 TO 64 YEARS,Median Age
B23018,Employment Status,population 16 to 64 years who have worked in the past 12 months,AGGREGATE USUAL HOURS WORKED IN THE PAST 12 MONTHS BY SEX FOR WORKERS 16 TO 64 YEARS,Aggregate Usual Hours Worked
B23020,Employment Status,population 16 to 64 years who have worked in the past 12 months,MEAN USUAL HOURS WORKED IN THE PAST 12 MONTHS FOR WORKERS 16 TO 64 YEARS,Mean Usual Hours Worked
B23022,Employment Status,population 16 to 64 years,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 TO 64 YEARS,Individuals
B23024,Employment Status,population 20 to 64 years for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS BY EMPLOYMENT STATUS FOR THE POPULATION 20 TO 64 YEARS,Individuals
B23025,Employment Status,population 16 years and over,EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Individuals
B23026,Employment Status,civilian population 65 years and over,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER,Individuals
B23027,Employment Status,population 16 years and over,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER",Individuals
B24011,Industry-Occupation-Class of Worker,civilian employed population 16 years and over with earnings,OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Median Earnings (Individual)
B24012,Industry-Occupation-Class of Worker,civilian employed population 16 years and over with earnings,SEX BY OCCUPATION AND MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Median Earnings (Individual)
B24021,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Median Earnings (Individual)
B24022,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","SEX BY OCCUPATION AND MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Median Earnings (Individual)
B24031,Industry-Occupation-Class of Worker,civilian employed population 16 years and over with earnings,INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Median Earnings (Individual)
B24032,Industry-Occupation-Class of Worker,civilian employed population 16 years and over with earnings,SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Individuals
B24041,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Median Earnings (Individual)
B24042,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Individuals
B24080,Industry-Occupation-Class of Worker,civilian employed population 16 years and over,SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Individuals
B24081,Industry-Occupation-Class of Worker,civilian employed population 16 years and over with earnings,CLASS OF WORKER  BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Median Earnings
B24082,Industry-Occupation-Class of Worker,civilian employed population 16 years and over with earnings,SEX BY CLASS OF WORKER AND MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE  CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Individuals
B24090,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over","SEX BY CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Individuals
B24091,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","CLASS OF WORKER BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Median Earnings
B24092,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","SEX BY CLASS OF WORKER AND MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Individuals
B24121,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Median Earnings
B24122,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed male population 16 years and over with earnings","DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED MALE POPULATION 16 YEARS AND OVER",Median Earnings
B24123,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed female population 16 years and over with earnings","DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED FEMALE POPULATION 16 YEARS AND OVER",Median Earnings
B24124,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over","DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Individuals
B24125,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed male population 16 years and over","DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED MALE POPULATION 16 YEARS AND OVER",Individuals
B24126,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed female population 16 years and over","DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED FEMALE POPULATION 16 YEARS AND OVER",Individuals
B25001,Housing,housing units,HOUSING UNITS,Housing Units
B25002,Housing,housing units,OCCUPANCY STATUS,Housing Units
B25003,Housing,occupied housing units,TENURE,Housing Units
B25003A,Housing,occupied housing units with a householder who is white alone,TENURE,Housing Units
B25003B,Housing,occupied housing units with a householder who is black or african american alone,TENURE,Housing Units
B25003C,Housing,occupied housing units with a householder who is american indian and alaska native alone,TENURE,Housing Units
B25003D,Housing,occupied housing units with a householder who is asian alone,TENURE,Housing Units
B25003E,Housing,occupied housing units with a householder who is native hawaiian and other pacific islander alone,TENURE,Housing Units
B25003F,Housing,occupied housing units with a householder who is some other race alone,TENURE,Housing Units
B25003G,Housing,occupied housing units with a householder who is two or more races,TENURE,Housing Units
B25003H,Housing,"occupied housing units with a householder who is white alone, not hispanic or latino",TENURE,Housing Units
B25003I,Housing,occupied housing units with a householder who is hispanic or latino,TENURE,Housing Units
B25004,Housing,vacant housing units,VACANCY STATUS,Housing Units
B25005,Housing,vacant housing units,VACANT - CURRENT RESIDENCE ELSEWHERE,Housing Units
B25006,Housing,occupied housing units,RACE OF HOUSEHOLDER,Housing Units
B25007,Housing,occupied housing units,TENURE BY AGE OF HOUSEHOLDER,Housing Units
B25008,Housing,total population in occupied housing units,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE,Individuals
B25009,Housing,occupied housing units,TENURE BY HOUSEHOLD SIZE,Housing Units
B25010,Housing,occupied housing units,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE,Average Household Size
