q_id,Category,Universe,Question Name
C24020,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over","SEX BY OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
B24022,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","SEX BY OCCUPATION AND MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
B24031,Industry-Occupation-Class of Worker,civilian employed population 16 years and over with earnings,INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
B24032,Industry-Occupation-Class of Worker,civilian employed population 16 years and over with earnings,SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
C24030,Industry-Occupation-Class of Worker,civilian employed population 16 years and over,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
B24041,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
B24042,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
C24040,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over","SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
C24050,Industry-Occupation-Class of Worker,civilian employed population 16 years and over,INDUSTRY BY OCCUPATION FOR THE CIVILIAN  EMPLOYED POPULATION 16 YEARS AND OVER
B24080,Industry-Occupation-Class of Worker,civilian employed population 16 years and over,SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
B24081,Industry-Occupation-Class of Worker,civilian employed population 16 years and over with earnings,CLASS OF WORKER  BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
B24082,Industry-Occupation-Class of Worker,civilian employed population 16 years and over with earnings,SEX BY CLASS OF WORKER AND MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE  CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
B24090,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over","SEX BY CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
B24091,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","CLASS OF WORKER BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
B24092,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","SEX BY CLASS OF WORKER AND MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
C24060,Industry-Occupation-Class of Worker,civilian employed population 16 years and over,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
C24070,Industry-Occupation-Class of Worker,civilian employed population 16 years and over,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
B24121,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over with earnings","DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
B24122,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed male population 16 years and over with earnings","DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED MALE POPULATION 16 YEARS AND OVER"
B24123,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed female population 16 years and over with earnings","DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS  FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED FEMALE POPULATION 16 YEARS AND OVER"
B24124,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed population 16 years and over","DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
B24125,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed male population 16 years and over","DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED MALE POPULATION 16 YEARS AND OVER"
B24126,Industry-Occupation-Class of Worker,"full-time, year-round civilian employed female population 16 years and over","DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED FEMALE POPULATION 16 YEARS AND OVER"
B25001,Housing,housing units,HOUSING UNITS
B25002,Housing,housing units,OCCUPANCY STATUS
B25003,Housing,occupied housing units,TENURE
B25003A,Housing,occupied housing units with a householder who is white alone,TENURE 
B25003B,Housing,occupied housing units with a householder who is black or african american alone,TENURE 
B25003C,Housing,occupied housing units with a householder who is american indian and alaska native alone,TENURE 
B25003D,Housing,occupied housing units with a householder who is asian alone,TENURE 
B25003E,Housing,occupied housing units with a householder who is native hawaiian and other pacific islander alone,TENURE 
B25003F,Housing,occupied housing units with a householder who is some other race alone,TENURE 
B25003G,Housing,occupied housing units with a householder who is two or more races,TENURE 
B25003H,Housing,"occupied housing units with a householder who is white alone, not hispanic or latino",TENURE 
B25003I,Housing,occupied housing units with a householder who is hispanic or latino,TENURE 
B25004,Housing,vacant housing units,VACANCY STATUS
B25005,Housing,vacant housing units,VACANT - CURRENT RESIDENCE ELSEWHERE
B25006,Housing,occupied housing units,RACE OF HOUSEHOLDER
B25007,Housing,occupied housing units,TENURE BY AGE OF HOUSEHOLDER
B25008,Housing,total population in occupied housing units,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
B25009,Housing,occupied housing units,TENURE BY HOUSEHOLD SIZE
B25010,Housing,occupied housing units,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
B25011,Housing,occupied housing units,TENURE BY HOUSEHOLD TYPE  AND AGE OF HOUSEHOLDER
B25012,Housing,occupied housing units,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN
B25013,Housing,occupied housing units,TENURE BY EDUCATIONAL ATTAINMENT OF HOUSEHOLDER
B25014,Housing,occupied housing units,TENURE BY OCCUPANTS PER ROOM
B25014A,Housing,occupied housing units with a householder who is white alone,OCCUPANTS PER ROOM 
B25014B,Housing,occupied housing units with a householder who is black or african american alone,OCCUPANTS PER ROOM 
B25014C,Housing,occupied housing units with a householder who is american indian and alaska native alone,OCCUPANTS PER ROOM 
B25014D,Housing,occupied housing units with a householder who is asian alone,OCCUPANTS PER ROOM 
B25014E,Housing,occupied housing units with a householder who is native hawaiian and other pacific islander alone,OCCUPANTS PER ROOM 
B25014F,Housing,occupied housing units with a householder who is some other race alone,OCCUPANTS PER ROOM 
B25014G,Housing,occupied housing units with a householder who is two or more races,OCCUPANTS PER ROOM 
B25014H,Housing,"occupied housing units with a householder who is white alone, not hispanic or latino",OCCUPANTS PER ROOM 
B25014I,Housing,occupied housing units with a householder who is hispanic or latino,OCCUPANTS PER ROOM 
B25015,Housing,occupied housing units,TENURE BY AGE OF HOUSEHOLDER BY OCCUPANTS PER ROOM
B25016,Housing,occupied housing units,TENURE BY PLUMBING FACILITIES BY OCCUPANTS PER ROOM
B25017,Housing,housing units,ROOMS
B25018,Housing,housing units,MEDIAN NUMBER OF ROOMS
B25019,Housing,housing units,AGGREGATE NUMBER OF ROOMS
B25020,Housing,occupied housing units,TENURE BY ROOMS
B25021,Housing,occupied housing units,MEDIAN NUMBER OF ROOMS BY TENURE
B25022,Housing,occupied housing units,AGGREGATE NUMBER OF ROOMS BY TENURE
B25024,Housing,housing units,UNITS IN STRUCTURE
B25026,Housing,total population in occupied housing units,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT
B25027,Housing,owner-occupied housing units,MORTGAGE STATUS BY AGE OF HOUSEHOLDER
B25031,Housing,universe: renter-occupied housing units paying cash rent,MEDIAN GROSS RENT BY BEDROOMS
B25032,Housing,occupied housing units,TENURE BY UNITS IN STRUCTURE
B25032A,Housing,occupied housing units with a householder who is white alone,UNITS IN STRUCTURE 
B25032B,Housing,occupied housing units with a householder who is black or african american alone,UNITS IN STRUCTURE 
B25032C,Housing,occupied housing units with a householder who is american indian and alaska native alone,UNITS IN STRUCTURE 
B25032D,Housing,occupied housing units with a householder who is asian alone,UNITS IN STRUCTURE 
B25032E,Housing,occupied housing units with a householder who is native hawaiian and other pacific islander alone,UNITS IN STRUCTURE 
B25032F,Housing,occupied housing units with a householder who is some other race alone,UNITS IN STRUCTURE 
B25032G,Housing,occupied housing units with a householder who is two or more races,UNITS IN STRUCTURE 
B25032H,Housing,"occupied housing units with a householder who is white alone, not hispanic or latino",UNITS IN STRUCTURE 
B25032I,Housing,occupied housing units with a householder who is hispanic or latino,UNITS IN STRUCTURE 
B25033,Housing,total population in occupied housing units,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY UNITS IN STRUCTURE
B25034,Housing,housing units,YEAR STRUCTURE BUILT
B25035,Housing,housing units,MEDIAN YEAR STRUCTURE BUILT
B25036,Housing,occupied housing units,TENURE BY YEAR STRUCTURE BUILT
B25037,Housing,occupied housing units,MEDIAN YEAR STRUCTURE BUILT BY TENURE
B25038,Housing,occupied housing units,TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT
B25039,Housing,occupied housing units,MEDIAN YEAR HOUSEHOLDER MOVED INTO UNIT BY TENURE
B25040,Housing,occupied housing units,HOUSE HEATING FUEL
B25041,Housing,housing units,BEDROOMS
B25042,Housing,occupied housing units,TENURE BY BEDROOMS
B25043,Housing,occupied housing units,TENURE BY TELEPHONE SERVICE AVAILABLE BY AGE OF HOUSEHOLDER
B25044,Housing,occupied housing units,TENURE BY VEHICLES AVAILABLE
B25045,Housing,occupied housing units,TENURE BY VEHICLES AVAILABLE BY AGE OF HOUSEHOLDER
B25046,Housing,occupied housing units,AGGREGATE NUMBER OF VEHICLES AVAILABLE BY TENURE
B25047,Housing,housing units,PLUMBING FACILITIES FOR ALL HOUSING UNITS
B25048,Housing,occupied housing units,PLUMBING FACILITIES FOR OCCUPIED HOUSING UNITS
B25049,Housing,occupied housing units,TENURE BY PLUMBING FACILITIES
B25050,Housing,occupied housing units,PLUMBING FACILITIES BY OCCUPANTS PER ROOM BY YEAR STRUCTURE BUILT
B25051,Housing,housing units,KITCHEN FACILITIES FOR ALL HOUSING UNITS
B25052,Housing,occupied housing units,KITCHEN FACILITIES FOR OCCUPIED HOUSING UNITS
B25053,Housing,occupied housing units,TENURE BY KITCHEN FACILITIES
B25054,Housing,renter-occupied housing units paying cash rent,KITCHEN FACILITIES BY MEALS INCLUDED IN RENT
B25055,Housing,renter-occupied housing units paying cash rent,AGE OF HOUSEHOLDER BY MEALS INCLUDED IN RENT
B25056,Housing,renter-occupied housing units,CONTRACT RENT
B25057,Housing,renter-occupied housing units paying cash rent,LOWER CONTRACT RENT QUARTILE 
B25058,Housing,renter-occupied housing units paying cash rent,MEDIAN CONTRACT RENT 
B25059,Housing,renter-occupied housing units paying cash rent,UPPER CONTRACT RENT QUARTILE 
B25060,Housing,renter-occupied housing units paying cash rent,AGGREGATE CONTRACT RENT 
B25061,Housing,"vacant-for-rent and rented, not occupied housing units",RENT ASKED
B25062,Housing,"vacant-for-rent and rented, not occupied housing units",AGGREGATE RENT ASKED 
B25063,Housing,renter-occupied housing units,GROSS RENT
B25064,Housing,renter-occupied housing units paying cash rent,MEDIAN GROSS RENT 
B25065,Housing,renter-occupied housing units paying cash rent,AGGREGATE GROSS RENT 
B25066,Housing,renter-occupied housing units paying cash rent,AGGREGATE GROSS RENT  BY UNITS IN STRUCTURE
B25067,Housing,renter-occupied housing units paying cash rent,AGGREGATE GROSS RENT  BY MEALS INCLUDED IN RENT
B25068,Housing,renter-occupied housing units,BEDROOMS BY GROSS RENT
B25069,Housing,renter-occupied housing units,INCLUSION OF UTILITIES IN RENT
B25070,Housing,renter-occupied housing units,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS
B25071,Housing,renter-occupied housing units paying cash rent,MEDIAN GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS 
B25072,Housing,renter-occupied housing units,AGE OF HOUSEHOLDER BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS
B25074,Housing,renter-occupied housing units,HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS
B25075,Housing,owner-occupied housing units,VALUE
B25076,Housing,owner-occupied housing units,LOWER VALUE QUARTILE 
B25077,Housing,owner-occupied housing units,MEDIAN VALUE 
B25078,Housing,owner-occupied housing units,UPPER VALUE QUARTILE 
B25079,Housing,owner-occupied housing units,AGGREGATE VALUE  BY AGE OF HOUSEHOLDER
B25080,Housing,owner-occupied housing units,AGGREGATE VALUE  BY UNITS IN STRUCTURE
B25081,Housing,owner-occupied housing units,MORTGAGE STATUS
B25082,Housing,owner-occupied housing units,AGGREGATE VALUE  BY MORTGAGE STATUS
B25083,Housing,owner-occupied mobile homes,MEDIAN VALUE  FOR MOBILE HOMES
B25085,Housing,"vacant-for-sale-only and sold, not occupied housing units",PRICE ASKED
B25086,Housing,"vacant-for-sale-only and sold, not occupied housing units",AGGREGATE PRICE ASKED 
B25087,Housing,owner-occupied housing units,MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS
B25088,Housing,owner-occupied housing units,MEDIAN SELECTED MONTHLY OWNER COSTS  BY MORTGAGE STATUS
B25089,Housing,owner-occupied housing units,AGGREGATE SELECTED MONTHLY OWNER COSTS  BY MORTGAGE STATUS
B25090,Housing,owner-occupied housing units,MORTGAGE STATUS BY AGGREGATE REAL ESTATE TAXES PAID 
B25091,Housing,owner-occupied housing units,MORTGAGE STATUS BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS
B25092,Housing,owner-occupied housing units,MEDIAN SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS
B25093,Housing,owner-occupied housing units,AGE OF HOUSEHOLDER BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS
B25094,Housing,owner-occupied housing units,SELECTED MONTHLY OWNER COSTS
B25095,Housing,owner-occupied housing units,HOUSEHOLD INCOME BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS
B25096,Housing,owner-occupied housing units,MORTGAGE STATUS BY VALUE
B25097,Housing,owner-occupied housing units,MORTGAGE STATUS BY MEDIAN VALUE 
B25098,Housing,owner-occupied housing units,MORTGAGE STATUS BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS 
B25099,Housing,owner-occupied housing units,MORTGAGE STATUS BY MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS 
B25100,Housing,owner-occupied housing units,MORTGAGE STATUS BY RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS
B25101,Housing,owner-occupied housing units,MORTGAGE STATUS BY MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS
B25102,Housing,owner-occupied housing units,MORTGAGE STATUS BY REAL ESTATE TAXES PAID
B25103,Housing,owner-occupied housing units,MORTGAGE STATUS BY MEDIAN REAL ESTATE TAXES PAID 
B25104,Housing,occupied housing units,MONTHLY HOUSING COSTS
B25105,Housing,occupied housing units with monthly housing costs,MEDIAN MONTHLY HOUSING COSTS 
B25106,Housing,occupied housing units,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS
B25107,Housing,owner-occupied housing units,MEDIAN VALUE BY YEAR STRUCTURE BUILT
B25108,Housing,owner-occupied housing units,AGGREGATE VALUE  BY YEAR STRUCTURE BUILT
B25109,Housing,owner-occupied housing units,MEDIAN VALUE BY YEAR HOUSEHOLDER MOVED INTO UNIT
B25110,Housing,owner-occupied housing units,AGGREGATE VALUE  BY YEAR HOUSEHOLDER MOVED INTO UNIT
B25111,Housing,universe: renter-occupied housing units paying cash rent,MEDIAN GROSS RENT BY YEAR STRUCTURE BUILT
B25112,Housing,renter-occupied housing units,AGGREGATE GROSS RENT  BY YEAR STRUCTURE BUILT
B25113,Housing,universe: renter-occupied housing units paying cash rent,MEDIAN GROSS RENT BY YEAR HOUSEHOLDER MOVED INTO UNIT
B25114,Housing,renter-occupied housing units,AGGREGATE GROSS RENT  BY YEAR HOUSEHOLDER MOVED INTO UNIT
B25115,Housing,occupied housing units,TENURE BY HOUSEHOLD TYPE AND PRESENCE AND AGE OF OWN CHILDREN
B25116,Housing,occupied housing units,TENURE BY HOUSEHOLD SIZE BY AGE OF HOUSEHOLDER
B25117,Housing,occupied housing units,TENURE BY HOUSE HEATING FUEL
B25118,Housing,occupied housing units,TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS 
B25119,Housing,occupied housing units,MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS  BY TENURE
B25120,Housing,occupied housing units,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY TENURE AND MORTGAGE STATUS
B25121,Housing,owner-occupied housing units,HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY VALUE
B25122,Housing,renter-occupied housing units,HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY GROSS RENT
B25123,Housing,occupied housing units,TENURE BY SELECTED PHYSICAL AND FINANCIAL CONDITIONS
B25124,Housing,occupied housing units,TENURE BY HOUSEHOLD SIZE BY UNITS IN STRUCTURE
B25125,Housing,occupied housing units,TENURE BY AGE OF HOUSEHOLDER BY UNITS IN STRUCTURE
B25126,Housing,occupied housing units,TENURE BY AGE OF HOUSEHOLDER BY YEAR STRUCTURE BUILT
B25127,Housing,occupied housing units,TENURE BY YEAR STRUCTURE BUILT BY UNITS IN STRUCTURE
B25128,Housing,occupied housing units,TENURE BY AGE OF HOUSEHOLDER BY YEAR HOUSEHOLDER MOVED INTO UNIT
B25129,Housing,occupied housing units,TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT BY UNITS IN STRUCTURE
B26001,Group Quarters,universe: population in group quarters,GROUP QUARTERS POPULATION
B27001,Health Insurance,civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS BY SEX BY AGE
B27002,Health Insurance,civilian noninstitutionalized population,PRIVATE HEALTH INSURANCE STATUS BY SEX BY AGE
C27001A,Health Insurance,white alone civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS BY AGE 
C27001B,Health Insurance,black or african american alone civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS BY AGE 
C27001C,Health Insurance,american indian and alaska native alone civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS BY AGE 
C27001D,Health Insurance,asian alone civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS BY AGE 
C27001E,Health Insurance,native hawaiian and other pacific islander alone civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS BY AGE 
C27001F,Health Insurance,some other race alone civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS BY AGE 
C27001G,Health Insurance,two or more races civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS BY AGE 
C27001H,Health Insurance,"white alone, not hispanic or latino civilian noninstitutionalized population",HEALTH INSURANCE COVERAGE STATUS BY AGE 
C27001I,Health Insurance,hispanic or latino civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS BY AGE 
B27003,Health Insurance,civilian noninstitutionalized population,PUBLIC HEALTH INSURANCE STATUS BY SEX BY AGE
C27004,Health Insurance,civilian noninstitutionalized population,EMPLOYER-BASED HEALTH INSURANCE  BY SEX BY AGE
C27005,Health Insurance,civilian noninstitutionalized population,DIRECT-PURCHASE HEALTH INSURANCE BY SEX BY AGE
C27006,Health Insurance,civilian noninstitutionalized population,MEDICARE COVERAGE BY SEX BY AGE
C27007,Health Insurance,civilian noninstitutionalized population,MEDICAID/MEANS-TESTED PUBLIC COVERAGE BY SEX BY AGE
C27008,Health Insurance,civilian noninstitutionalized population,TRICARE/MILITARY HEALTH COVERAGE BY SEX BY AGE
C27009,Health Insurance,civilian noninstitutionalized population,VA HEALTH CARE BY SEX BY AGE
B27010,Health Insurance,civilian noninstitutionalized population,TYPES OF HEALTH INSURANCE COVERAGE BY AGE
B27011,Health Insurance,civilian noninstitutionalized population 18 years and over,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS BY AGE
B27015,Health Insurance,civilian population living in households,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS 
C27012,Health Insurance,civilian noninstitutionalized population 18 years and over,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY WORK EXPERIENCE BY AGE
C27013,Health Insurance,civilian noninstitutionalized population 18 years and over,PRIVATE HEALTH INSURANCE BY WORK EXPERIENCE BY AGE
C27014,Health Insurance,civilian noninstitutionalized population 18 years and over,PUBLIC HEALTH INSURANCE BY WORK EXPERIENCE BY AGE
B27019,Health Insurance,civilian noninstitutionalized population 25 years and over,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY AGE BY EDUCATIONAL ATTAINMENT
B27020,Health Insurance,civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY CITIZENSHIP STATUS
B27022,Health Insurance,civilian noninstitutionalized population 19 to 25 years,HEALTH INSURANCE COVERAGE STATUS BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25
B27023,Health Insurance,civilian noninstitutionalized population 19 to 25 years,PRIVATE HEALTH INSURANCE BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25
C27016,Health Insurance,civilian noninstitutionalized population for whom poverty status is determined,HEALTH INSURANCE COVERAGE STATUS BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE
C27017,Health Insurance,civilian noninstitutionalized population for whom poverty status is determined,PRIVATE HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE
C27018,Health Insurance,civilian noninstitutionalized population for whom poverty status is determined,PUBLIC HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE
B98001,Quality Measures,universe: housing units,UNWEIGHTED HOUSING UNIT SAMPLE
B98002,Quality Measures,universe: population in group quarters,UNWEIGHTED GROUP QUARTERS POPULATION SAMPLE
B98011,Quality Measures,universe: housing units,HOUSING UNIT COVERAGE RATE
B98012,Quality Measures,universe: total population,TOTAL POPULATION COVERAGE RATE BY SEX
B98013,Quality Measures,universe: total population,TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS
B98014,Quality Measures,universe: population in group quarters,GROUP QUARTERS POPULATION COVERAGE RATE
B98021,Quality Measures,universe: housing units,HOUSING UNIT RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS
B98022,Quality Measures,universe: population in group quarters,GROUP QUARTERS POPULATION RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS
B98031,Quality Measures,universe: total population,OVERALL PERSON CHARACTERISTIC IMPUTATION RATE
B98032,Quality Measures,universe: total population,OVERALL HOUSING UNIT CHARACTERISTIC IMPUTATION RATE
B99011,Imputations,total population,IMPUTATION OF SEX
B99012,Imputations,total population,IMPUTATION OF AGE
B99021,Imputations,total population,IMPUTATION OF RACE
B99031,Imputations,total population,IMPUTATION OF HISPANIC OR LATINO ORIGIN
B99051,Imputations,total population,IMPUTATION OF CITIZENSHIP STATUS
B99052,Imputations,population born outside the united states,IMPUTATION OF YEAR OF ENTRY
B99052PR,Imputations,population born outside puerto rico,IMPUTATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO
B99053,Imputations,universe: foreign-born naturalized citizens,IMPUTATION OF YEAR OF NATURALIZATION
B99061,Imputations,total population,IMPUTATION OF PLACE OF BIRTH
B99071,Imputations,population 1 year and over,IMPUTATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER
B99072,Imputations,population 1 year and over,IMPUTATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER
B99080,Imputations,workers 16 years and over,IMPUTATION OF MEANS OF TRANSPORTATION TO WORK
B99081,Imputations,workers 16 years and over,IMPUTATION OF PLACE OF WORK
B99082,Imputations,workers 16 years and over,IMPUTATION OF PRIVATE VEHICLE OCCUPANCY
B99083,Imputations,workers 16 years and over,IMPUTATION OF TIME LEAVING HOME TO GO TO WORK
B99084,Imputations,workers 16 years and over,IMPUTATION OF TRAVEL TIME TO WORK
B99085,Imputations,workers 16 years and over in households,IMPUTATION OF VEHICLES AVAILABLE FOR WORKERS
B99086,Imputations,workers 16 years and over,IMPUTATION OF MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY
B99087,Imputations,workers 16 years and over,IMPUTATION OF TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY
B99088,Imputations,workers 16 years and over,IMPUTATION OF TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY
B99089,Imputations,workers 16 years and over in households,IMPUTATION OF VEHICLES AVAILABLE FOR WORKERS FOR WORKPLACE GEOGRAPHY
B99092,Imputations,population in households,IMPUTATION OF RELATIONSHIP
B99102,Imputations,population 30 years and over,IMPUTATION OF GRANDPARENTS LIVING WITH GRANDCHILDREN UNDER 18 YEARS
B99103,Imputations,grandparents living with own grandchildren under 18 years,IMPUTATION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN UNDER 18 YEARS
B99104,Imputations,population 30 years and over,IMPUTATION OF LENGTH OF TIME GRANDPARENT RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS FOR THE POPULATION 30 YEARS AND OVER
B99121,Imputations,population 15 years and over,IMPUTATION OF MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
B99122,Imputations,population 15 years and over,IMPUTATION OF DIVORCED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER
B99123,Imputations,population 15 years and over,IMPUTATION OF MARRIED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER
B99124,Imputations,population 15 years and over,IMPUTATION OF WIDOWED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER
B99125,Imputations,population 15 years and over,IMPUTATION OF TIMES MARRIED FOR THE POPULATION 15 YEARS AND OVER
